NodeID,Name,Degree,SI,SRI,Therapeutic_Class
727,Olcet L 5mg Tablet,286,0.5143884892086331,0.4856115107913669,  RESPIRATOR
728,Valpam 250mg Tablet ER,42,0.07553956834532374,0.9244604316546763,  NEURO CNS 
729,Xepar 12.5mg Tablet SR,338,0.6079136690647482,0.3920863309352518,  NEURO CNS 
730,Meditrex 15mg Tablet,98,0.17625899280575538,0.8237410071942446,  ANTI NEOPLASTICS 
731,Ozotel-AM Tablet,51,0.09172661870503597,0.908273381294964,  CARDIA
732,Ovil 500 Tablet,9,0.01618705035971223,0.9838129496402878,  OPHTHAL 
733,Hildrox 25 Tablet,12,0.02158273381294964,0.9784172661870504,  RESPIRATORY 
734,Forgesic-T4 Tablet,300,0.539568345323741,0.460431654676259,  PAIN ANALGESIC
735,Azovas 8mg Tablet,270,0.4856115107913669,0.5143884892086331,  CARDIAC 
736,Fairface Cream,20,0.03597122302158273,0.9640287769784173,  DERM
737,Irokof-LS Syrup Raspberry Sugar Free,488,0.8776978417266187,0.12230215827338131,  RESPIRATOR
738,Tescal-D3 Softgel Capsule,0,0.0,1.0,  VITAMINS MINERALS NUTRIENTS 
739,Aldigesic-Rab Capsule SR,12,0.02158273381294964,0.9784172661870504,  PAIN ANALGESIC
740,Kezole Soap,13,0.023381294964028777,0.9766187050359713,  DERM
741,Mucotyle 1000mg Injection,23,0.04136690647482014,0.9586330935251799,  OTHERS 
742,Ralifen-MR Tablet,217,0.3902877697841727,0.6097122302158273,  PAIN ANALGESIC
743,Enbrel 50mg Injection,48,0.08633093525179857,0.9136690647482014,  PAIN ANALGESICS 
744,Ocurax 400mg Tablet,44,0.07913669064748201,0.920863309352518,  ANTI INFECTIVES 
745,Bro-Zedex  Expectorant,53,0.09532374100719425,0.9046762589928058,  RESPIRATOR
746,Homocet Injection,0,0.0,1.0,  VITAMINS MINERALS NUTRIENT
747,D.D.Lam 0.25mg Tablet,352,0.6330935251798561,0.36690647482014394,  NEURO CNS 
748,Flamiclav 1.2 gm Injection,59,0.10611510791366907,0.8938848920863309,  ANTI INFECTIVE
749,Livodoz 5mg Tablet,330,0.5935251798561151,0.4064748201438849,  RESPIRATOR
750,Mortadol 50mg/500mg Tablet,9,0.01618705035971223,0.9838129496402878,  PAIN ANALGESIC
751,Limosan Cold Tablet,82,0.1474820143884892,0.8525179856115108,  RESPIRATOR
752,Udtox 300 Tablet,407,0.7320143884892086,0.26798561151079137,  GASTRO INTESTINAL 
753,Silital Plus 0.5mg/10mg Tablet,5,0.008992805755395683,0.9910071942446044,  NEURO CN
754,Worzee LB 500mg Tablet,236,0.4244604316546763,0.5755395683453237,  ANTI INFECTIVE
755,Vilcose-M SR 50/500 Tablet,10,0.017985611510791366,0.9820143884892086,  ANTI DIABETI
756,Sitrizin Cold Syrup,356,0.6402877697841727,0.3597122302158273,  RESPIRATOR
757,Terbani 250mg Tablet,2,0.0035971223021582736,0.9964028776978417,  ANTI INFECTIVES 
758,Vicosit M Syrup,2,0.0035971223021582736,0.9964028776978417,  RESPIRATOR
759,Lucimac Cream,10,0.017985611510791366,0.9820143884892086,  DERM
760,Rosuflo D 10 mg/1000 IU Tablet,0,0.0,1.0,  CARDIA
761,Pregsafe 250 Injection,36,0.06474820143884892,0.935251798561151,  GYNAECOLOGICAL 
762,Rixant 15 Tablet,145,0.2607913669064748,0.7392086330935252,  BLOOD RELATED 
763,Kefmont-LC Tablet,101,0.18165467625899281,0.8183453237410072,  RESPIRATOR
764,D-Code 6mg Tablet,227,0.40827338129496404,0.591726618705036,  HORMONE
765,Bealert 10mg Tablet,63,0.11330935251798561,0.8866906474820144,  RESPIRATOR
766,Nutaz 30mg Tablet,123,0.22122302158273383,0.7787769784172662,  NEURO CNS 
767,Febtab Tablet,49,0.08812949640287769,0.9118705035971223,  PAIN ANALGESICS 
768,Diclogin 50mg Tablet,2,0.0035971223021582736,0.9964028776978417,  PAIN ANALGESICS 
769,Actum 250mg Tablet,19,0.0341726618705036,0.9658273381294964,  ANTI INFECTIVES 
770,LC-Cof-A Syrup,42,0.07553956834532374,0.9244604316546763,  RESPIRATOR
771,Ehlmont L 5mg/10mg Tablet,2,0.0035971223021582736,0.9964028776978417,  RESPIRATOR
772,Blumeth 16mg Tablet,332,0.5971223021582733,0.40287769784172667,  HORMONES 
773,Vizinate MF Ointment,130,0.23381294964028776,0.7661870503597122,  DERM
774,Coehcg 10000IU Powder for Injection,220,0.39568345323741005,0.60431654676259,  GYNAECOLOGICAL 
775,Hyrite 25mg Tablet,29,0.052158273381294966,0.947841726618705,  RESPIRATORY 
776,Nuroler NT 400mg/10mg Tablet,372,0.6690647482014388,0.3309352517985612,  NEURO CN
777,Jakoff DX Junior Syrup,235,0.4226618705035971,0.5773381294964028,  RESPIRATOR
778,Trazograf 60% Injection,101,0.18165467625899281,0.8183453237410072,  OTHERS 
779,Rabatec 20mg Tablet,309,0.5557553956834532,0.4442446043165468,  GASTRO INTESTINAL 
780,Vildadip M 500mg/50mg Tablet,65,0.11690647482014388,0.8830935251798562,  ANTI DIABETI
781,Losakind 50 Tablet,364,0.6546762589928058,0.3453237410071942,  CARDIAC 
782,Lizomac CX Tablet,4,0.007194244604316547,0.9928057553956835,  ANTI INFECTIVE
783,ETHARIV 250MG TABLET,238,0.42805755395683454,0.5719424460431655,  BLOOD RELATED 
784,Glimimore MF 2mg/500mg Tablet,162,0.29136690647482016,0.7086330935251799,  ANTI DIABETI
785,Neurotrip 10mg Tablet,26,0.046762589928057555,0.9532374100719424,  NEURO CNS 
786,EJALONG XL 50 MG/30 MG TABLET,0,0.0,1.0,  SEX STIMULANTS REJUVENATOR
787,Hyocimax MF  Tablet,0,0.0,1.0,  GASTRO INTESTINA
788,Dorzox T  PF Eye Drop,0,0.0,1.0,  OPHTHA
789,Offa-OZ Tablet,340,0.6115107913669064,0.38848920863309355,  GASTRO INTESTINA
790,Fineface Cream,3,0.00539568345323741,0.9946043165467626,  DERM
791,Xorimax 500mg Tablet,59,0.10611510791366907,0.8938848920863309,  ANTI INFECTIVES 
792,Renoxia 500mg/150mg Capsule,6,0.01079136690647482,0.9892086330935251,  UROLOG
793,Osani O Tablet,17,0.030575539568345324,0.9694244604316546,  GASTRO INTESTINA
794,Heso LS 75mg/40mg Capsule SR,315,0.5665467625899281,0.4334532374100719,  GASTRO INTESTINA
795,Eroma 250mg Tablet,249,0.447841726618705,0.552158273381295,  ANTI INFECTIVES 
796,Doxosal-M Tablet SR,84,0.1510791366906475,0.8489208633093526,  RESPIRATOR
797,Rosupil 20mg Tablet,224,0.4028776978417266,0.5971223021582734,  CARDIAC 
798,Spasmed 20mg/500mg Tablet,542,0.9748201438848921,0.025179856115107868,  GASTRO INTESTINA
799,Paritep 12.5mg Tablet SR,3,0.00539568345323741,0.9946043165467626,  NEURO CNS 
800,Amoxytor 500mg Capsule,26,0.046762589928057555,0.9532374100719424,  ANTI INFECTIVES 
801,Lin 600mg Tablet,5,0.008992805755395683,0.9910071942446044,  ANTI INFECTIVES 
802,Sulbacef 250mg/250mg Injection,9,0.01618705035971223,0.9838129496402878,  ANTI INFECTIVE
803,Naltima 50 Tablet,52,0.09352517985611511,0.9064748201438849,  NEURO CN
804,Voxim 1.5 Injection,78,0.14028776978417265,0.8597122302158273,  ANTI INFECTIVES 
805,Faram Tablet,252,0.45323741007194246,0.5467625899280575,  ANTI INFECTIVES 
806,Tinnpress Tablet,261,0.4694244604316547,0.5305755395683454,  VITAMINS MINERALS NUTRIENT
807,Bioket 2% Shampoo,0,0.0,1.0,  DERM
808,Ropin Injection,80,0.14388489208633093,0.8561151079136691,  PAIN ANALGESICS 
809,Cytoheart OD 60mg Tablet,3,0.00539568345323741,0.9946043165467626,  CARDIAC 
810,Monadine Tablet,5,0.008992805755395683,0.9910071942446044,  RESPIRATOR
811,Jndox 50mg Oral Suspension,217,0.3902877697841727,0.6097122302158273,  ANTI INFECTIVES 
812,Novapime 1gm Injection,4,0.007194244604316547,0.9928057553956835,  ANTI INFECTIVES 
813,Neonac Plus Tablet,190,0.34172661870503596,0.658273381294964,  PAIN ANALGESIC
814,Tachop 0.03% Ointment,3,0.00539568345323741,0.9946043165467626,  ANTI NEOPLASTICS 
815,Throtocin 250mg Tablet,10,0.017985611510791366,0.9820143884892086,  ANTI INFECTIVES 
816,Verflox 200mg Tablet,15,0.02697841726618705,0.9730215827338129,  ANTI INFECTIVES 
817,Wiscoryl LS Syrup,1,0.0017985611510791368,0.9982014388489209,  RESPIRATOR
818,M Kast 10mg Tablet,65,0.11690647482014388,0.8830935251798562,  RESPIRATORY 
819,Fexidine 30mg/5ml Suspension,100,0.17985611510791366,0.8201438848920863,  RESPIRATORY 
820,Saiumet L 1000mg/2.5mg Tablet,11,0.019784172661870502,0.9802158273381295,  ANTI DIABETI
821,Ladogal 100mg Capsule,2,0.0035971223021582736,0.9964028776978417,  GYNAECOLOGICAL 
822,Qvogle V 0.3mg Tablet,205,0.368705035971223,0.631294964028777,  ANTI DIABETIC 
823,Cephorest 200mg Tablet,251,0.45143884892086333,0.5485611510791366,  ANTI INFECTIVES 
824,Aristomol M Oral Suspension,331,0.5953237410071942,0.4046762589928058,  PAIN ANALGESIC
825,Yopcid Suspension,1,0.0017985611510791368,0.9982014388489209,  GASTRO INTESTINA
826,Q EX D Syrup,15,0.02697841726618705,0.9730215827338129,  RESPIRATOR
827,Ximeceff DS Dry Syrup,49,0.08812949640287769,0.9118705035971223,  ANTI INFECTIVES 
828,Statpure 5mg Tablet,0,0.0,1.0,  CARDIAC 
829,Monac 10mg Tablet,0,0.0,1.0,  RESPIRATORY 
830,Histanit 10mg Syrup,4,0.007194244604316547,0.9928057553956835,  RESPIRATOR
831,Tridol 50mg Capsule,11,0.019784172661870502,0.9802158273381295,  PAIN ANALGESICS 
832,Drofine-M Tablet,340,0.6115107913669064,0.38848920863309355,  GASTRO INTESTINA
833,Lipicure 20 Tablet,45,0.08093525179856115,0.9190647482014389,  CARDIAC 
834,Yehept Syrup,2,0.0035971223021582736,0.9964028776978417,  VITAMINS MINERALS NUTRIENT
835,Ventriol Cold Syrup,152,0.2733812949640288,0.7266187050359711,  RESPIRATOR
836,Omtel 20mg Capsule,28,0.050359712230215826,0.9496402877697842,  GASTRO INTESTINAL 
837,Gudstat 40mg Tablet,183,0.329136690647482,0.670863309352518,  CARDIAC 
838,Olsulin 40mg Tablet,72,0.12949640287769784,0.8705035971223022,  CARDIAC 
839,Okenite 100 Tablet,14,0.025179856115107913,0.9748201438848921,  NEURO CNS 
840,Flowmet 50mg/5ml Suspension,4,0.007194244604316547,0.9928057553956835,  ANTI INFECTIVES 
841,Neuroflo Plus Injection,6,0.01079136690647482,0.9892086330935251,  VITAMINS MINERALS NUTRIENT
842,Etodonol 300mg Tablet,276,0.49640287769784175,0.5035971223021583,  PAIN ANALGESICS 
843,Neutral  10 mg/150 mg Tablet,279,0.5017985611510791,0.4982014388489209,  GASTRO INTESTINA
844,Bromectin 12mg Tablet,72,0.12949640287769784,0.8705035971223022,  ANTI INFECTIVES 
845,Jdpanta D 30mg/40mg Capsule SR,12,0.02158273381294964,0.9784172661870504,  GASTRO INTESTINA
846,Omni 5mg Tablet,390,0.7014388489208633,0.2985611510791367,  GASTRO INTESTINAL 
847,U-Cin 100mg Injection,2,0.0035971223021582736,0.9964028776978417,  ANTI INFECTIVES 
848,Evitel H 40mg/12.5mg Tablet,358,0.6438848920863309,0.35611510791366907,  CARDIA
849,Itramag 100mg Capsule,14,0.025179856115107913,0.9748201438848921,  ANTI INFECTIVES 
850,Megavert 8mg Tablet,8,0.014388489208633094,0.9856115107913669,  NEURO CNS 
851,Elquix 500 Tablet,282,0.5071942446043165,0.4928057553956835,  OPHTHAL 
852,Dalacin C 300mg Capsule,2,0.0035971223021582736,0.9964028776978417,  ANTI INFECTIVE
853,Tripcy  Tablet,306,0.5503597122302158,0.44964028776978415,  PAIN ANALGESIC
854,Cefcol D 200mg/500mg Tablet,291,0.5233812949640287,0.47661870503597126,  ANTI INFECTIVE
855,Femstrual M 500mg/250mg Tablet,471,0.8471223021582733,0.15287769784172667,  BLOOD RELATE
856,Eurosar 50mg Tablet,297,0.5341726618705036,0.4658273381294964,  CARDIAC 
857,Drovib Injection,64,0.11510791366906475,0.8848920863309353,  GASTRO INTESTINAL 
858,Baclofast 5mg Tablet,15,0.02697841726618705,0.9730215827338129,  PAIN ANALGESICS 
859,Relace SP 100mg/325mg/15mg Tablet,1,0.0017985611510791368,0.9982014388489209,  PAIN ANALGESIC
860,Rightspas 20mg/250mg Tablet,84,0.1510791366906475,0.8489208633093526,  PAIN ANALGESIC
861,Kofrid 2.5 mg/30 mg/55 mg Expectorant,100,0.17985611510791366,0.8201438848920863,  RESPIRATOR
862,Bricarex A Expectorant,107,0.19244604316546762,0.8075539568345323,  RESPIRATOR
863,Trrapeze MX Tablet,3,0.00539568345323741,0.9946043165467626,  PAIN ANALGESIC
864,Esomok-D 40 Capsule SR,51,0.09172661870503597,0.908273381294964,  GASTRO INTESTINA
865,Rumigest 2mg Tablet,78,0.14028776978417265,0.8597122302158273,  GYNAECOLOGICAL 
866,Benelix Syrup,28,0.050359712230215826,0.9496402877697842,  RESPIRATOR
867,Incamox-CV Dry Syrup,40,0.07194244604316546,0.9280575539568345,  ANTI INFECTIVE
868,Aprotic Syrup,295,0.5305755395683454,0.46942446043165464,  VITAMINS MINERALS NUTRIENT
869,Btcef TZ 1000mg/125mg Injection,6,0.01079136690647482,0.9892086330935251,  ANTI INFECTIVE
870,Bepostar Tablet,392,0.7050359712230215,0.29496402877697847,  RESPIRATORY 
871,Trisyp Syrup,31,0.05575539568345324,0.9442446043165468,  GASTRO INTESTINAL 
872,Pentossan 100 Capsule,62,0.11151079136690648,0.8884892086330936,  UROLOGY 
873,OF 100mg Tablet DT,346,0.6223021582733813,0.3776978417266187,  ANTI INFECTIVES 
874,Ketafast 10mg Injection,39,0.07014388489208633,0.9298561151079137,  PAIN ANALGESICS 
875,High Tears 0.18% Eye Drop,0,0.0,1.0,  OPHTHAL 
876,Tusqmed LS Syrup,53,0.09532374100719425,0.9046762589928058,  RESPIRATOR
877,Flamon 50mg/500mg Tablet,126,0.22661870503597123,0.7733812949640287,  PAIN ANALGESIC
878,Diabetirid GM 2mg/500mg Tablet PR,209,0.37589928057553956,0.6241007194244604,  ANTI DIABETI
879,Palife D 10mg/40mg Tablet,360,0.6474820143884892,0.3525179856115108,  GASTRO INTESTINA
880,Evorent 200mg Tablet SR,324,0.5827338129496403,0.41726618705035967,  RESPIRATORY 
881,Fexotime M 10mg/120mg Tablet,403,0.7248201438848921,0.27517985611510787,  RESPIRATOR
882,Vildascan M Forte 1000mg/50mg Tablet,6,0.01079136690647482,0.9892086330935251,  ANTI DIABETI
883,Blufee 100mg Injection,0,0.0,1.0,  GYNAECOLOGICAL 
884,Caredic-M Tablet,277,0.4982014388489209,0.5017985611510791,  PAIN ANALGESIC
885,BETAFLAM OINTMENT,0,0.0,1.0,  DERMA 
886,Micavin 250mg Injection,0,0.0,1.0,  ANTI INFECTIVES 
887,Glismin PM 2mg/500mg/15mg Tablet SR,273,0.4910071942446043,0.5089928057553956,  ANTI DIABETI
888,Acithroc 500mg Tablet,193,0.3471223021582734,0.6528776978417266,  ANTI INFECTIVES 
889,Xor Gold 75mg/20mg/75mg Capsule,5,0.008992805755395683,0.9910071942446044,  CARDIA
890,Disfast NP 100mg/500mg Tablet,11,0.019784172661870502,0.9802158273381295,  PAIN ANALGESIC
891,Rabicro D Capsule SR,457,0.8219424460431655,0.17805755395683454,  GASTRO INTESTINA
892,Innotubilin 80mg Injection,2,0.0035971223021582736,0.9964028776978417,  ANTI NEOPLASTICS 
893,Aclomid MR 100mg/325mg/250mg Tablet,334,0.6007194244604317,0.3992805755395683,  PAIN ANALGESIC
894,Isomet-M Nasal Spray,149,0.26798561151079137,0.7320143884892086,  RESPIRATORY 
895,Lamitel-AMH Tablet,1,0.0017985611510791368,0.9982014388489209,  CARDIA
896,Greemox DX 250mg/250mg Capsule,280,0.5035971223021583,0.49640287769784175,  ANTI INFECTIVE
897,Rofejet 25mg Injection,70,0.12589928057553956,0.8741007194244604,  PAIN ANALGESICS 
898,Lulizol Lotion,89,0.16007194244604317,0.8399280575539568,  DERM
899,Acegrow FM 10mg/120mg/200mg Tablet,324,0.5827338129496403,0.41726618705035967,  RESPIRATOR
900,Andep-CD Tablet,38,0.0683453237410072,0.9316546762589928,  GASTRO INTESTINA
901,Restyl 0.5mg Tablet SR,4,0.007194244604316547,0.9928057553956835,  NEURO CNS 
902,Apitase Syrup,337,0.6061151079136691,0.39388489208633093,  VITAMINS MINERALS NUTRIENT
903,TTCab Tablet,306,0.5503597122302158,0.44964028776978415,  GYNAECOLOGICAL 
904,Gatrig 0.3% Eye Drop,163,0.2931654676258993,0.7068345323741008,  OPHTHA
905,Mobiride 200mg Capsule SR,0,0.0,1.0,  PAIN ANALGESICS 
906,Genxcet-M Tablet,1,0.0017985611510791368,0.9982014388489209,  RESPIRATOR
907,Vogra 100mg Tablet,41,0.0737410071942446,0.9262589928057554,  SEX STIMULANTS REJUVENATORS 
908,Ofelovir 200mg Tablet,78,0.14028776978417265,0.8597122302158273,  ANTI INFECTIVES 
909,Novogesic P Tablet,1,0.0017985611510791368,0.9982014388489209,  PAIN ANALGESIC
910,Ventucof Syrup,191,0.3435251798561151,0.6564748201438849,  RESPIRATOR
911,Trisulfose DS 800mg/160mg Tablet,54,0.09712230215827339,0.9028776978417266,  ANTI INFECTIVE
912,Levosiz Tablet,30,0.0539568345323741,0.9460431654676259,  RESPIRATOR
913,Lonart 20mg/120mg Tablet DT,304,0.5467625899280576,0.4532374100719424,  ANTI MALARIAL
914,Erotex-TH Tablet,70,0.12589928057553956,0.8741007194244604,  PAIN ANALGESIC
915,Glimtoss 0.5mg/500mg Tablet,8,0.014388489208633094,0.9856115107913669,  ANTI DIABETI
916,Razzpro-D Capsule SR,1,0.0017985611510791368,0.9982014388489209,  GASTRO INTESTINA
917,Chimarin Syrup,62,0.11151079136690648,0.8884892086330936,  GASTRO INTESTINAL 
918,StayHappi Bisoprolol 5mg Tablet,2,0.0035971223021582736,0.9964028776978417,  CARDIAC 
919,Tensaril 25mg Tablet,11,0.019784172661870502,0.9802158273381295,  NEURO CNS 
920,Xenafaxin Plus 50 Tablet ER,65,0.11690647482014388,0.8830935251798562,  NEURO CN
921,Levotrax M 5mg/10mg Tablet,61,0.10971223021582734,0.8902877697841727,  RESPIRATOR
922,Jaklon 25mg Injection,58,0.10431654676258993,0.89568345323741,  HORMONE
923,Rabegard DSR 30 mg/20 mg Capsule,302,0.5431654676258992,0.45683453237410077,  GASTRO INTESTINA
924,Wel Top 5% Cream,14,0.025179856115107913,0.9748201438848921,  DERMA 
925,Talendep Plus Tablet,11,0.019784172661870502,0.9802158273381295,  NEURO CN
926,Rabewell-DSR Capsule,255,0.45863309352517984,0.5413669064748201,  GASTRO INTESTINA
927,Genericart Propranolol 40mg Tablet,4,0.007194244604316547,0.9928057553956835,  CARDIA
928,Ricorab 20 Tablet,21,0.03776978417266187,0.9622302158273381,  GASTRO INTESTINAL 
929,Glimivance M Forte 4mg/1000mg Tablet PR,51,0.09172661870503597,0.908273381294964,  ANTI DIABETI
930,Deflet 6 Tablet,19,0.0341726618705036,0.9658273381294964,  HORMONE
931,Aqualube Eye Drop,1,0.0017985611510791368,0.9982014388489209,  OPHTHAL 
932,Onerab D 30mg/20mg Capsule SR,3,0.00539568345323741,0.9946043165467626,  GASTRO INTESTINA
933,Stamp DSR 30mg/40mg Capsule,52,0.09352517985611511,0.9064748201438849,  GASTRO INTESTINA
934,Jdron S 1000mg/500mg Injection,28,0.050359712230215826,0.9496402877697842,  ANTI INFECTIVE
935,C ZID  INJECTION 1 GM,5,0.008992805755395683,0.9910071942446044,  ANTI INFECTIVES 
936,Ustat 10mg Tablet,13,0.023381294964028777,0.9766187050359713,  CARDIAC 
937,Melo 15mg Tablet,63,0.11330935251798561,0.8866906474820144,  PAIN ANALGESICS 
938,Efoxim 100mg Tablet,1,0.0017985611510791368,0.9982014388489209,  ANTI INFECTIVES 
939,Thicoure-TH4 Tablet,304,0.5467625899280576,0.4532374100719424,  PAIN ANALGESIC
940,Fasigyn 500mg Tablet,232,0.4172661870503597,0.5827338129496402,  GASTRO INTESTINAL 
941,Vyogoes GM Tablet,202,0.36330935251798563,0.6366906474820144,  ANTI DIABETI
942,Lactusan Syrup,283,0.5089928057553957,0.49100719424460426,  GASTRO INTESTINAL 
943,Sairaat 10mg Tablet,2,0.0035971223021582736,0.9964028776978417,  SEX STIMULANTS REJUVENATOR
944,Gto 200 mg/500 mg Tablet,84,0.1510791366906475,0.8489208633093526,  GASTRO INTESTINA
945,Quser XL 300 Tablet PR,5,0.008992805755395683,0.9910071942446044,  NEURO CN
946,Febuly 40 Tablet,6,0.01079136690647482,0.9892086330935251,  PAIN ANALGESICS 
947,Setmax 25 Tablet,261,0.4694244604316547,0.5305755395683454,  NEURO CNS 
948,Mofloren BF Eye Drop,97,0.17446043165467626,0.8255395683453237,  OPHTHA
949,Sizopride 200 Tablet,466,0.8381294964028777,0.1618705035971223,  NEURO CN
950,Insu-GM1 Tablet ER,3,0.00539568345323741,0.9946043165467626,  ANTI DIABETI
951,Amitag 10mg Tablet,6,0.01079136690647482,0.9892086330935251,  NEURO CNS 
952,Vrimika 100mg Injection,180,0.3237410071942446,0.6762589928057554,  ANTI INFECTIVES 
953,Wagon H 40mg/12.5mg Tablet,290,0.5215827338129496,0.4784172661870504,  CARDIA
954,DICLOMAC GEL,59,0.10611510791366907,0.8938848920863309,  PAIN ANALGESICS 
955,Jupiros-F Tablet,458,0.8237410071942446,0.1762589928057554,  CARDIA
956,Vincalem 2mg Tablet,391,0.7032374100719424,0.2967625899280576,  NEURO CNS 
957,Accurate 20mg Soft Gelatin Capsule,0,0.0,1.0,  DERMA 
958,Sofrahext Cream,0,0.0,1.0,  DERMA 
959,Isotron 20mg Soft Gelatin Capsule,207,0.3723021582733813,0.6276978417266187,  DERMA 
960,Cefocot 1000mg Injection,1,0.0017985611510791368,0.9982014388489209,  ANTI INFECTIVES 
961,Hysafe 500 Injection,20,0.03597122302158273,0.9640287769784173,  GYNAECOLOGICAL 
962,Nemiheal Gel,8,0.014388489208633094,0.9856115107913669,  DERMA 
963,Etorax 90mg Tablet,314,0.564748201438849,0.43525179856115104,  PAIN ANALGESIC
964,Maxpan 40mg Injection,9,0.01618705035971223,0.9838129496402878,  GASTRO INTESTINAL 
965,Wixiclav 500mg/125mg Tablet,251,0.45143884892086333,0.5485611510791366,  ANTI INFECTIVE
966,Sonal 30 Tablet,497,0.8938848920863309,0.10611510791366907,  NEURO CNS 
967,Waldoclap 75mg Tablet,10,0.017985611510791366,0.9820143884892086,  BLOOD RELATED 
968,Rably LSR 75mg/20mg Tablet,240,0.4316546762589928,0.5683453237410072,  GASTRO INTESTINA
969,Dexly 5mg Tablet,67,0.12050359712230216,0.8794964028776978,  RESPIRATORY 
970,Etizoram-P Tablet,1,0.0017985611510791368,0.9982014388489209,  NEURO CN
971,Etrosa MR 60mg/4mg Tablet,255,0.45863309352517984,0.5413669064748201,  PAIN ANALGESIC
972,Eciclo SP 100mg/325mg/15mg Tablet,54,0.09712230215827339,0.9028776978417266,  PAIN ANALGESIC
973,Futrizole 1% Dusting Powder,25,0.044964028776978415,0.9550359712230216,  DERMA 
974,Venidol 650 Tablet,109,0.1960431654676259,0.8039568345323741,  PAIN ANALGESIC
975,Prankof Syrup,268,0.48201438848920863,0.5179856115107914,  RESPIRATOR
976,Asopan-DSR Capsule,252,0.45323741007194246,0.5467625899280575,  GASTRO INTESTINA
977,Matium SR 450 Tablet,105,0.18884892086330934,0.8111510791366907,  NEURO CN
978,Sinovil Tablet,12,0.02158273381294964,0.9784172661870504,  RESPIRATOR
979,Emetant-IV Injection,252,0.45323741007194246,0.5467625899280575,  GASTRO INTESTINAL 
980,Lormef Spas 10mg/250mg Tablet,3,0.00539568345323741,0.9946043165467626,  PAIN ANALGESIC
981,Vomgud 4mg Tablet,330,0.5935251798561151,0.4064748201438849,  GASTRO INTESTINAL 
982,Sizz O Oral Suspension,7,0.012589928057553957,0.987410071942446,  GASTRO INTESTINA
983,Loset H 50mg/12.5mg Tablet,10,0.017985611510791366,0.9820143884892086,  CARDIA
984,C Pram 10mg Tablet,365,0.6564748201438849,0.3435251798561151,  NEURO CNS 
985,Cocoryl-Xl 5mg/75mg Tablet,43,0.07733812949640288,0.9226618705035972,  RESPIRATOR
986,Estomed-LS Tablet,295,0.5305755395683454,0.46942446043165464,  NEURO CN
987,Stenzol 40 Injection,187,0.3363309352517986,0.6636690647482014,  GASTRO INTESTINAL 
988,Kyomol 1000mg Infusion,21,0.03776978417266187,0.9622302158273381,  PAIN ANALGESICS 
989,Vantil 200mg Tablet DT,332,0.5971223021582733,0.40287769784172667,  ANTI INFECTIVES 
990,Difozin 5mg Tablet,22,0.039568345323741004,0.960431654676259,  ANTI DIABETIC 
991,Iniflox Suspension,234,0.420863309352518,0.579136690647482,  GASTRO INTESTINA
992,Kufvina-LS Syrup Sugar Free,327,0.5881294964028777,0.4118705035971223,  RESPIRATOR
993,Simvotin EZ 10 mg/10 mg Tablet,72,0.12949640287769784,0.8705035971223022,  CARDIA
994,Urosic 300mg Tablet,365,0.6564748201438849,0.3435251798561151,  GASTRO INTESTINAL 
995,Linkos 600mg Tablet,171,0.30755395683453235,0.6924460431654677,  ANTI INFECTIVES 
996,Cifran Eye/Ear Drops,55,0.09892086330935251,0.9010791366906474,  OPHTHAL OTOLOGICALS 
997,Etorgesic TH 60mg/4mg Tablet,432,0.7769784172661871,0.2230215827338129,  PAIN ANALGESIC
998,Kosemica 100mg Injection,227,0.40827338129496404,0.591726618705036,  ANTI INFECTIVES 
999,Hynan 25mg Tablet,9,0.01618705035971223,0.9838129496402878,  RESPIRATORY 
1000,Tantica H 40mg/12.5mg Tablet,44,0.07913669064748201,0.920863309352518,  CARDIA
1001,Qufline BR Syrup,48,0.08633093525179857,0.9136690647482014,  RESPIRATOR
1002,Zydip Lotion,3,0.00539568345323741,0.9946043165467626,  DERMA 
1003,Koltus M Kid 2.5 mg/4 mg Tablet,18,0.03237410071942446,0.9676258992805755,  RESPIRATOR
1004,Elicef 100mg Tablet DT,322,0.579136690647482,0.42086330935251803,  ANTI INFECTIVES 
1005,Olizon 500mg Injection,354,0.6366906474820144,0.3633093525179856,  ANTI INFECTIVES 
1006,LZ M 5mg/10mg Tablet,7,0.012589928057553957,0.987410071942446,  RESPIRATOR
1007,Emtek LC 5mg/10mg Tablet,236,0.4244604316546763,0.5755395683453237,  RESPIRATOR
1008,Inlock DM 10mg/20mg Capsule,74,0.13309352517985612,0.8669064748201438,  GASTRO INTESTINA
1009,Rabbifor 20mg Tablet,14,0.025179856115107913,0.9748201438848921,  GASTRO INTESTINAL 
1010,Nipocin 100mg Injection,56,0.10071942446043165,0.8992805755395683,  ANTI INFECTIVES 
1011,Duolin Forte Rotacap,62,0.11151079136690648,0.8884892086330936,  RESPIRATOR
1012,Glumit 600mg Injection,194,0.3489208633093525,0.6510791366906474,  GASTRO INTESTINAL 
1013,Vertipod 100mg Oral Suspension,67,0.12050359712230216,0.8794964028776978,  ANTI INFECTIVES 
1014,BP Tel AM 40 mg/5 mg Tablet,293,0.5269784172661871,0.4730215827338129,  CARDIA
1015,Ingahist 4mg Tablet,91,0.16366906474820145,0.8363309352517986,  RESPIRATORY 
1016,Epnone 25mg Tablet,233,0.41906474820143885,0.5809352517985611,  CARDIAC 
1017,Kolzep Plus 20 mg/5 mg Tablet,52,0.09352517985611511,0.9064748201438849,  NEURO CN
